hypertension or high blood pressure,headache,head,blurred vision,eyes,regular nosebleeds,nose,shortness of breath,chest,general feeling being unwell,entire body,"High blood pressure also known as hypertension is usually defined as having a sustained blood pressure of 140/90mmHg or above.

The line between normal and raised blood pressure is not fixed and depends on your individual circumstances. However most doctors agree that the ideal blood pressure for a physically healthy person is around 120/80mmHg.

A normal blood pressure reading is classed as less than 130/80mmHg.","There are two types of high blood pressure:

Primary high blood pressure (also known as essential high blood pressure) - has no identifiable cause.
Secondary high blood pressure - is related to an underlying cause such as kidney disease or a particular type of medication that you are taking. While the specific cause of primary high blood pressure remains unknown there is compelling evidence to suggest that a number of risk factors increase your chances of developing the condition.  These risk factors include:
age - the risk of developing high blood pressure increases as you get older
a family history of high blood pressure - the condition seems to run in families
being of Afro-Caribbean or South Asian origin
high-fat diet
high amount of salt in your diet
lack of exercise
being overweight
smoking
excessive alcohol consumption
stress.  A number of health conditions such as diabetes and kidney disease have also been linked to an increase risk of developing primary high blood pressure. ","High blood pressure can be managed or controlled by making changes to your lifestyle such as:

eating a healthier diet
exercising more regularly
reducing the amount of alcohol that you drink.
Medication that can help you lower your blood pressure is also available.  The most widely used medications for treating high blood pressure are :
Angiotensin-converting enzyme (ACE) inhibitors 
Calcium channel blockers
Thiazide diuretics
Alpha-blockers
Beta-blockers.",https://www.nhsinform.scot/illnesses-and-conditions/heart-and-blood-vessels/conditions/high-blood-pressure-hypertension#treating-high-blood-pressure,TRUE,40,100,FALSE,FALSE,TRUE,30.00,50.00,TRUE,TRUE,TRUE
heart block,shortness of breath,chest,palpitations or irregular heart beat,heart,dizzy spells or fainting,brain,nausea,mouth,chest pain that gets worse during physical activity,chest,A heart block is when the electrical impulses that control the beating of the heart muscle are disrupted. The most serious type of heart block known as a complete or third degree heart block will have symptoms but often those with less serious heart block can have symptoms too. A first degree heart block is where there is split-second delay in the time that it takes electrical pulses to move through the AV node. First degree heart block does not usually cause any noticeable symptoms and treatment is rarely required. A second degree heart block is where there is a series of increasing delays in the time that it takes the AV node to send the pulse to the ventricle until eventually a heartbeat is skipped.  third degree or complete heart block is where there is no transmission of electrical pulses between the AV node and the ventricles. ,"It may sound contradictory but being very fit is one of the most common causes of first degree heart block. For example the condition is widespread among elite long distance runners.This is because vigorous and prolonged exercise can enlarge the heart muscles causing mild disruption to the electrical signals of the heart.  Certain medications can also cause first degree heart block including: 

medications that are used to treat abnormal heart rhythms (antiarrhythmics) such as disopyramide
medications that are used to treat high blood pressure such as calcium channel blockers and beta blockers
digoxin - a medication that is used to treat heart failure

Other causes of first degree heart block include:
myocarditis - inflammation of the heart muscle
low levels of potassium in the blood (hypokalaemia)
low levels of magnesium in the blood (hypomagnesemia). Some children who are born with congenital heart disease (heart defects that are present at birth) can also develop second degree heart block. A large proportion of congenital third degree heart block cases develop in mothers who have an autoimmune condition such as lupus (a long-term condition that causes inflammation in the body's tissues).","Treatment is usually only required when a heart block is causing symptoms (symptomatic). This will usually be in cases of type 2 second degree heart block and third degree heart block. Due to the potentially serious nature of symptomatic heart block you will usually be taken immediately to the nearest hospital.  Transcutaneous pacing (TCP) is the treatment of choice for symptomatic heart block. TCP is a way of restoring your normal heartbeat.  During TCP pads will be applied to your chest. Electrical pulses will then be delivered through the pads and these pulses will be used to correct your heartbeat. TCP can feel uncomfortable so you may be sedated before the procedure begins. If you are sedated you will be given medication to make you feel drowsy so that you have little or no awareness of what is going on around you.

Once your heartbeat has been stabilised a permanent pacemaker may be recommended.                                              A pacemaker is a small electrical device that is similar to a battery and can be inserted into one of your veins before being moved next to your heart. The pacemaker has wires that are inserted into your heart and will generate a regular series of pulses to keep your heart beating.
",https://www.nhsinform.scot/illnesses-and-conditions/heart-and-blood-vessels/conditions/heart-block#treating-a-heart-block,TRUE,45,100,FALSE,FALSE,FALSE,0.00,50.00,FALSE,FALSE,FALSE
angina,chest pain or discomfort that may spread to arms neck jaw stomach or back,chest,dull pain ache or heavy feeling in chest,chest,chest discomfort that feels like indigestion but makes you feel generally unwell,stomach,feeling sick sweaty and dizzy,entire body,pain in shoulders one or both arms,shoulders,"Angina is a heart condition caused by the blood supply to the heart muscle being restricted. This is usually as a result of the arteries that supply the heart muscle becoming hardened and narrowed.

It's a common condition among older adults. The two main types of angina are stable angina and unstable angina. If you have stable angina symptoms will usually develop gradually over time and follow a set pattern. For example you may only experience symptoms when climbing stairs or if you are under a lot of stress. Stable angina isn't life threatening on its own but is a sign that your arteries supplying blood to your heart muscle are narrowing. This means you have an increased risk of experiencing more serious conditions such as a heart attack. If you have unstable angina symptoms can develop rapidly and can persist even when you are at rest. They may continue for some time. Unstable angina should be regarded as a medical emergency because it is a sign that the blood supply to and the function of your heart is compromised increasing your risk of having a heart attack.","Like all the body’s organs and tissues your heart needs a constant supply of oxygen-rich blood to function normally. It gets this supply through the three main coronary arteries.These are the: right coronary artery
left coronary artery and circumflex artery.
In some people a fatty deposit (atheroma) builds up in the lining of the arteries throughout the body over a number of years. This deposit narrows the artery and eventually reduces the amount of blood that can get through. This process is called atherosclerosis. Anything that causes the coronary arteries to narrow is a risk factor for both stable and unstable angina.  If the deposit or plaque bursts it can become more unstable and will interfere with the normal flow of blood. This may cause a blood clot to form. This blood clot can enlarge and severely narrow or block one of the coronary arteries and seriously reduce the blood supply to the heart. This can trigger the symptoms of unstable angina.",If you have angina frequently it's likely that you'll need two or more drugs to relieve the pain to prevent the pain from developing and to protect you from serious events such as heart attacks. GTN is used to relieve angina pain actively as it happens. It's absorbed in the mouth under the tongue (sublingual) making it effective in 1 to 2 minutes lasting 20 to 30 minutes.,https://www.nhsinform.scot/illnesses-and-conditions/heart-and-blood-vessels/conditions/angina/#about-angina,TRUE,45,100,FALSE,FALSE,TRUE,30.00,50.00,FALSE,TRUE,TRUE
coronary heart disease CHD,chest pain or discomfort that may spread to arms neck jaw stomach or back,chest,dull pain ache or heavy feeling in chest,chest,chest discomfort that feels like indigestion but makes you feel generally unwell,stomach,feeling sick sweaty and dizzy,entire body,heart palpitations,heart,"Coronary heart disease or CHD is the term that describes what happens when your heart's blood supply is blocked or interrupted by a build up of fatty substances in the coronary arteries.

Over time the walls of your arteries can become furred up with fatty deposits. This process is known as atherosclerosis and the fatty deposits are called atheroma. If your coronary arteries become narrow due to a build up of atheroma the blood supply to your heart will block your arteries.

If a coronary artery becomes partially blocked it can cause chest pains (angina). If it becomes completely blocked it can cause a heart attack (myocardial infarction).","Coronary heart disease (CHD) is usually caused by a build up of fatty deposits on the walls of the coronary arteries. The fatty deposits called atheroma are made up of cholesterol and other waste substances.

The build up of atheroma on the walls of the coronary arteries makes the arteries narrower and restricts the flow of blood to the heart. This process is called atherosclerosis. Your risk of developing atherosclerosis is significantly increased if you:
smoke
have high blood pressure
have a high blood cholesterol level
do not take regular exercise
have a thrombosis (blood clot in an artery or vein)
have diabetes
                                                                                          Other risk factors for developing atherosclerosis include:
being obese or overweight and
having a family history of heart attack or angina.
",Coronary heart disease cannot be cured but recent progress in the research and development of new medicines and significant improvements in surgical procedures have meant that the condition can now be managed more effectively. With the right treatment the symptoms of coronary heart disease can be reduced and the functioning of the heart improved.     Many different medicines are used to treat CHD such as aspirinanticoagulants statins beta blockers ACE inhibitors anti arrhythmic medicines and nitrates.                  If your blood vessels are very narrow due to a build up of atheroma (fatty deposits) or if your symptoms cannot be controlled using medication surgery may be needed to open up or replace the blocked arteries. Coronary angioplasty is sometimes used to treat mild coronary heart disease. An angioplasty opens up a blocked or narrowed coronary artery improving the blood flow to the heart. A coronary artery bypass may be used which is a procedure that allows the blood flowing through the coronary artery to bypass (get round) the part of the artery that is blocked. In a small number of cases when the heart is severely damaged and medicine is not effective or when the heart becomes less efficient at pumping blood around the body (heart failure) a heart transplant may be needed. A heart transplant involves replacing a heart that is damaged or is not working properly with a healthy donor heart.,https://www.nhsinform.scot/illnesses-and-conditions/heart-and-blood-vessels/conditions/coronary-heart-disease#treating-coronary-heart-disease,TRUE,45,100,FALSE,FALSE,TRUE,30.00,50.00,FALSE,TRUE,TRUE
gum disease or gingivitis ,red and swollen gums,mouth,bleeding gums after flossing or brushing teeth,mouth,null,null,null,null,null,null,"Gum disease is a very common condition where the gums become swollen sore or infected.  If you have gum disease your gums may bleed when you brush your teeth and you may have bad breath. This early stage of gum disease is known as gingivitis.

If gingivitis isn't treated a condition called periodontitis can develop. This affects more tissues that support teeth and hold them in place.

If periodontitis isn't treated the bone in your jaw may be damaged and small spaces can open up between the gum and teeth. Your teeth can become loose and may eventually fall out.","Gum disease is caused by a build-up of plaque on the teeth. Plaque is a sticky substance that contains bacteria.

Some bacteria in plaque are harmless but some are harmful for the health of your gums. If you don't remove plaque from your teeth by brushing them it builds up and irritates your gums. This can lead to redness with bleeding swelling and soreness. Gum disease can be caused by a number of factors but poor oral hygiene is the most common cause.
Poor oral hygiene such as not brushing your teeth properly or regularly can cause plaque to build up on your teeth.","Mild cases of gum disease can usually be treated by maintaining a good level of oral hygiene. This includes brushing your teeth at least twice a day and flossing regularly. You should also make sure you attend regular dental check-ups.

In most cases your dentist or dental hygienist will be able to give your teeth a thorough clean and remove any hardened plaque (tartar). They'll also be able to show you how to clean your teeth effectively to help prevent plaque building up in the future.

If you have severe gum disease you'll usually need to have further medical and dental treatment and in some cases surgery may need to be carried out. This will usually be performed by a specialist in gum problems (periodontics).",https://www.nhsinform.scot/illnesses-and-conditions/mouth/gum-disease/#about-gum-disease,TRUE,30,100,FALSE,FALSE,FALSE,0.00,50.00,FALSE,TRUE,FALSE
periodontitis,bad breath,mouth,unpleasant taste in mouth,mouth,loose teeth that can make eating difficult,mouth,gum abscess or collection of pus that develop under gums or teeth,mouth,bleeding or swollen gums,mouth,"The initial symptoms of gum disease can include:
red and swollen gums
bleeding gums after brushing or flossing your teeth
This stage of gum disease is called gingivitis.  If gingivitis is untreated the tissues and bone that support the teeth can also become affected. This is known as periodontitis or periodontal disease.","Gum disease can be caused by a number of factors but poor oral hygiene is the most common cause.

Poor oral hygiene such as not brushing your teeth properly or regularly can cause plaque to build up on your teeth.  Your mouth is full of bacteria that combine with saliva to form a sticky film known as plaque which builds up on your teeth.

When you consume food and drink high in carbohydrates (sugary or starchy foods) bacteria in plaque turn carbohydrates into the energy they need producing acid at the same time.

Over time acid in plaque begins to break down your tooth's surface and causes tooth decay.

Other bacteria in plaque can also irritate your gums making them inflamed and sore.

Plaque is usually easy to remove by brushing and flossing your teeth but it can harden and form a substance called tartar if it's not removed. Tartar sticks much more firmly to teeth than plaque and can usually only be removed by a dentist or dental hygienist.                                     If you develop gingivitis and don't have the plaque or tartar (hardened plaque) removed from your teeth the condition may get worse and lead to periodontitis.

You may develop further complications if you don't treat periodontitis (where the tissue that supports teeth is affected).                                   ","The best way to treat gum disease is to practise good oral hygiene although additional dental and medical treatments are sometimes necessary.  Your dentist may recommend using mouthwash if it helps control the build-up of plaque (the sticky substance that forms when bacteria collects on the surface of your teeth). Your dentist will be able to advise you about which type of mouthwash is most suitable and how to use it.  To remove plaque and tartar (hardened plaque) that can build up on your teeth your dentist may suggest that you have your teeth scaled and polished. This is a ""professional clean"" usually carried out at your dental surgery by a dental hygienist. In some cases of gum disease root planing (debridement) may be required. This is a deep clean under the gums that gets rid of bacteria from the roots of your teeth.  If you have severe gum disease you may need further treatment such as periodontal surgery. In some cases it's necessary to remove the affected tooth. Your dentist will be able to tell you about the procedure needed and how it's carried out. If necessary they can refer you to a specialist.

If you're having surgery or root planing you may be given antibiotics (medication to treat infections). Your dentist will tell you whether this is necessary.",https://www.nhsinform.scot/illnesses-and-conditions/mouth/gum-disease/#symptoms-of-gum-disease,TRUE,30,100,FALSE,FALSE,FALSE,0.00,50.00,FALSE,TRUE,FALSE
acute necrotising ulcerative gingivitis ,bleeding and painful gums,mouth,painful ulcers,mouth,receding gums inbetween teeth,mouth,bad breath,mouth,metallic taste in mouth,mouth,"The initial symptoms of gum disease can include:
red and swollen gums
bleeding gums after brushing or flossing your teeth
This stage of gum disease is called gingivitis.  If gingivitis is untreated the tissues and bone that support the teeth can also become affected. This is known as periodontitis or periodontal disease. In rare cases a condition called acute necrotising ulcerative gingivitis (ANUG) can develop suddenly.","""Gum disease can be caused by a number of factors but poor oral hygiene is the most common cause.

Poor oral hygiene such as not brushing your teeth properly or regularly can cause plaque to build up on your teeth.  Your mouth is full of bacteria that combine with saliva to form a sticky film known as plaque which builds up on your teeth.

When you consume food and drink high in carbohydrates (sugary or starchy foods) bacteria in plaque turn carbohydrates into the energy they need producing acid at the same time.

Over time acid in plaque begins to break down your tooth's surface and causes tooth decay.

Other bacteria in plaque can also irritate your gums making them inflamed and sore.

Plaque is usually easy to remove by brushing and flossing your teeth but it can harden and form a substance called tartar if it's not removed. Tartar sticks much more firmly to teeth than plaque and can usually only be removed by a dentist or dental hygienist.                                     If you develop gingivitis and don't have the plaque or tartar (hardened plaque) removed from your teeth the condition may get worse and lead to periodontitis.
You may develop further complications if you don't treat periodontitis (where the tissue that supports teeth is affected).    In rare cases a condition called acute necrotising ulcerative gingivitis (ANUG) can develop suddenly. The symptoms of ANUG are usually more severe than those of gum disease ",Acute necrotising ulcerative gingivitis (ANUG) should always be treated by a dentist. However if you see your GP before visiting a dentist they may provide you with some treatment while you wait to see your dentist. Apart from maintaining oral hygiene treatments for ANUG may also include antibiotics painkillers and different types of mouthwash. Treatment with antibiotics such as metronidazole or amoxicillin may be recommended if you have ANUG. You'll usually have to take these for three days.,https://www.nhsinform.scot/illnesses-and-conditions/mouth/gum-disease/#treating-gum-disease,TRUE,30,100,FALSE,FALSE,FALSE,0.00,50.00,FALSE,TRUE,FALSE
Gastro-oesophageal reflux disease (GORD),heartburn (an uncomfortable burning sensation in the chest that often occurs after eating),chest,acid reflux (where stomach acid comes back up into your mouth and causes an unpleasant sour taste),mouth,bad breath,mouth,bloating and belching,stomach,feeling or being sick,entire body,"Gastro-oesophageal reflux disease (GORD) is a common condition where acid from the stomach leaks up into the oesophagus (gullet).

It usually occurs as a result of the ring of muscle at the bottom of the oesophagus becoming weakened. Read more about the causes of GORD.

GORD causes symptoms such as heartburn and an unpleasant taste in the back of the mouth. It may just be an occasional nuisance for some people but for others it can be a severe lifelong problem.","Gastro-oesophageal reflux disease (GORD) is usually caused by the ring of muscle at the bottom of the oesophagus (gullet) becoming weakened.

Normally this ring of muscle opens to let food into your stomach and closes to stop stomach acid leaking back up into your oesophagus.

But for people with GORD stomach acid is able to pass back up into the oesophagus. This causes symptoms of GORD which can include heartburn and acid reflux.

It's not always clear what causes this ring of muscle to become weakened but certain things can increase the risk of it happening. These risk factors include obesity too much of smoking or alcohol coffee and chocolate consumption eating large amount of fatty foods pregnancy hiatus hernia and certain medications. ","The main treatments for GORD are:
self-help measures – this includes eating smaller but more frequent meals avoiding any foods or drinks that trigger your symptoms raising the head of your bed and keeping to a healthy weight
over-the-counter medicines – ask your pharmacist to recommend an antacid or an alginate
stronger prescription medicines – including proton-pump inhibitors (PPIs) and H2-receptor antagonists (H2RAs)
You may only need to take medication when you experience symptoms although long-term treatment may be needed if the problem continues.

Surgery to stop stomach acid leaking into your oesophagus may be recommended if medication isn't helping or you don't want to take medication on a long-term basis.",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/#treatment,TRUE,20,100,FALSE,FALSE,TRUE,30.00,50.00,TRUE,TRUE,TRUE
gout,severe pain in one or more joints,legs ,the joint feeling hot and very tender,legs ,swelling in and around the affected joint,legs ,red shiny skin over the affected joint,legs ,peeling itchy and flaky skin ,skin,"Gout is a type of arthritis in which small crystals form inside and around the joints. It causes sudden attacks of severe pain and swelling. The condition mainly affects men over 30 and women after the menopause. Overall gout is more common in men than women. Any joint can be affected by gout but it usually affects joints towards the ends of the limbs such as the toes ankles knees and fingers. Symptoms develop rapidly over a few hours and typically last three to 10 days. After this time the pain should pass and the joint should return to normal.

Almost everyone with gout will experience further attacks at some point usually within a year.","Gout is caused by small crystals forming in the joints resulting in severe pain tenderness and swelling.

These crystals can grow when a waste product called uric acid starts to build up to high levels in the body. A high level of uric acid in the blood is the main factor that increases your risk of developing gout. However it's still uncertain why some people with a high level of uric acid in the blood develop gout while others with an equally high level don't. Things that may increase your chances of getting gout include:
obesity high blood pressure and/or diabetes
having a close relative with gout
kidney problems
eating foods that cause a build-up of uric acid such as red meat offal and seafood
drinking too much beer or spirits","If you have gout treatment is available from your GP to:

relieve symptoms during an attack – this can be done using ice packs and by taking medications such as non-steroidal anti-inflammatory drugs (NSAIDs) colchicine or corticosteroids
prevent further attacks – through a combination of lifestyle changes such as losing weight or changing your diet and taking medication that lowers uric acid levels such as allopurinol 
With treatment many people are able to reduce their uric acid levels sufficiently to dissolve the crystals that cause gout – and as a result have no further attacks. However lifelong treatment is usually required.",https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/conditions/gout/#about-gout,TRUE,30,100,FALSE,FALSE,TRUE,30.00,50.00,FALSE,FALSE,TRUE
genital herpes,spots or red bumps around the genital area that are painful,genitals,sores and ulcers ,genitals,pain inside the vagina head of penis or back passage (rectum),genitals,pain peeing or being unable to pee,genitals,fever,entire body,"Genital herpes is a sexually transmitted infection caused by a virus called herpes simplex virus (HSV).

There are 2 different types of the virus (type 1 and type 2) both of which can affect the genitals. One of the types is the same virus that causes cold sores around the mouth (type 1).

Genital herpes causes painful blisters and sores on and around the genitals. It can also sometimes cause problems if it's caught for the first time either very early or very late in pregnancy.","Genital herpes is caused by a virus called herpes simplex virus (HSV). The herpes virus (HSV) is easily passed from person to person by close direct contact including:
kissing
unprotected vaginal anal or oral sex (without a condom)
sharing sex toys that aren't washed or covered with a new condom each time they're used
your genitals coming into contact with your partner's genitals – this means you can get genital herpes from someone even if there is no penetration orgasm or ejaculation
Sometimes you can catch herpes when your sexual partner has no visible sores or symptoms. This is because the virus can become active on the skin without causing any visible blisters or sores. This is sometimes called 'asymptomatic shedding’.

Herpes can also be passed to a newborn baby during childbirth. This is less common if the first episode of herpes is diagnosed before or at the beginning of pregnancy and if there are no visible ulcers at the time of delivery. ","Although there is no known cure for herpes the symptoms of genital herpes can be treated.

The symptoms of recurrent genital herpes will usually clear up without any treatment. Anti-viral medication can help speed up the healing process and reduce the severity of an episode if needed.

If you start taking the medication as soon as an outbreak begins you may shorten or even stop the episode.

Some people experience many recurrences of genital herpes. In these cases a longer course of tablets should prevent any recurrent episodes. ",https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,TRUE,16,100,FALSE,FALSE,FALSE,0.00,50.00,TRUE,FALSE,FALSE
gall bladder cancer,abdominal (stomach) pain,stomach,feeling sick,entire body,jaundice (yellowing of the skin and whites of the eyes),skin,loss of appetite and swollen stomach,stomach,unexplained weight loss,entire body,Cancer that starts in the skin-like cells that line the gallbladder is known as squamous cell cancer. Over 85% of gallbladder cancers are adenocarcinoma which means the cancer started in the gland cells lining the gallbladder. In the early stages gallbladder cancer doesn't cause symptoms which means it could be at an advanced stage by the time it's diagnosed.The symptoms of gallbladder cancer could be linked to a number of conditions and may not be related to it. However if you have these symptoms you should visit your GP so they can investigate what's causing them. ,"In gallbladder cancer abnormal cells grow within the gallbladder. It's not known why this happens but certain things are thought to increase your chances of developing the condition.

Gallbladder cancer is more common in older people and your chances of developing it increase with age.  Lifestyle factors – such as obesity smoking and an unhealthy diet – are believed to increase the risk of gallbladder cancer. However there's not enough evidence to show a firm link between diet and gallbladder cancer.

There are also a number of conditions that can increase your chances of developing gallbladder cancer. For example gallstones cholecystitis (inflammation of the gallbladder) and diabetes have been closely linked to the condition.

If you have a family history of gallstones cholecystitis or gallbladder cancer you're more likely to develop these conditions yourself.","The main treatment for gallbladder cancer is surgery to remove the gallbladder and possibly some of the surrounding tissue.

Chemotherapy and radiotherapy are also sometimes used either on their own or in combination with surgery.

The treatment programme that's most suitable for you will depend on:
the type of gallbladder cancer you have
the stage of your cancer
your overall level of health
As with all cancers the chances of survival depend on how far the condition has advanced when it is diagnosed.

For example if the cancerous cells are confined to the gallbladder lining your chances of living for more than five years are good (about 80%).

However if gallbladder cancer has spread into the surrounding tissue or lymph nodes your chances of living for at least five years are much lower (30%).",https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/gallbladder-cancer/,TRUE,70,100,TRUE,FALSE,TRUE,30.00,50.00,FALSE,TRUE,FALSE
heart failure,breathlessness,chest,tiredness and lethargy,entire body,swollen ankles and legs,legs,loss of appetite,stomach,nausea,mouth,"a. Weakened left ventricle walls cannot pump enough blood to body
b. Blood becomes trapped (“congested”) in left ventricle causing the ventricle to enlarge

Heart failure is a serious condition but it does not actually mean that your heart has failed. It means that your heart is not pumping blood around your body very efficiently.

The left side of your heart pumps blood to the body including the brain and kidneys. The right heart pumps blood to the lungs. Heart failure can affect the left or the right side of your heart or both.

Most commonly a problem with function on the left side of the heart produces back pressure leading to additional right heart failure.","n many cases the cause of heart failure is unknown or uncertain.

Conditions that can cause heart failure include:
heart attack (coronary heart disease)
inherited heart disease (for example cardiomyopathy)
high blood pressure (hypertension)
heart rhythm or valve abnormalities
viral infection and damage from the immune system (myocarditis)","Heart failure results from impairment of the heart's pumping action. Commonly this is related to heart muscle damage that cannot be repaired. However many treatments available can help to keep the condition under control and help to relieve the symptoms.

In addition many of the conditions that cause heart failure can also be treated effectively. This reduces the pressure on your heart and prevents further deterioration. The standard medicines for treating heart failure are:
angiotensin converting enzyme (ACE) inhibitors
angiotensin receptor blockers (ARBs)
beta blockers
diuretics (water tablets)
mineralocorticoid receptor antagonists (MRAs)",https://www.nhsinform.scot/illnesses-and-conditions/heart-and-blood-vessels/conditions/heart-failure/#treating-heart-failure,TRUE,65,100,TRUE,TRUE,TRUE,30.00,50.00,FALSE,TRUE,TRUE
Indigestion,pain or a feeling of discomfort in your upper abdomen (dyspepsia),stomach,burning behind the breastbone (heartburn),chest,feeling uncomfortably full or heavy,stomach,belching or flatulence,stomach,bringing food or fluid back up from your stomach (reflux),mouth,"Indigestion can be pain or discomfort in your upper abdomen (dyspepsia) or burning pain behind the breastbone (heartburn).

Dyspepsia and heartburn may occur together or on their own. Symptoms usually appear soon after eating or drinking. Indigestion is a common problem that affects many people but in most cases it's mild and only occurs occasionally.","Indigestion may be caused by stomach acid coming into contact with the sensitive protective lining of the digestive system (mucosa). The stomach acid breaks down the lining leading to irritation and inflammation which can be painful.

The majority of people with indigestion don't have inflammation in their digestive system. Therefore their symptoms are thought to be caused by increased sensitivity of the mucosa (to acidity or stretching).

In most cases indigestion is related to eating although it can be triggered by other factors such as smoking drinking alcohol pregnancy stress or taking certain medications.","Treatment for indigestion (dyspepsia) will vary depending on what is causing it and how severe your symptoms are. If you have indigestion that requires immediate relief your pharmacist can advise you about the best way to treat this. As well as lifestyle changes and reviewing your current medication your GP may prescribe or recommend:
antacid medicines
alginates. If you have indigestion that is persistent or recurring treatment with antacids and alginates may not be effective enough to control your symptoms. Your pharmacist may recommend a different type of medication which will be prescribed at the lowest possible dose to control your symptoms. Possible medications include:
proton pump inhibitors (PPIs)
H2-receptor antagonists",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/indigestion/#treating-indigestion,FALSE,1,100,FALSE,FALSE,TRUE,30.00,50.00,TRUE,TRUE,TRUE
kidney stones,persistent ache in the lower back,stomach,pain in testicles and scrotum in men,genitals,periods of intense pain in the back or side of your abdomen or occasionally in your groin,stomach,feeling restless and unable to lie still,entire body,pain when you urinate (dysuria),genitals,"Kidney stones can develop in one or both kidneys and most often affect people aged 30 to 60.

They're quite common with around three in 20 men and up to two in 20 women developing them at some stage of their lives.

The medical term for kidney stones is nephrolithiasis and if they cause severe pain it's known as renal colic.","The waste products in the blood can occasionally form crystals that collect inside the kidneys. Over time the crystals may build up to form a hard stone-like lump.

This is more likely to happen if you don't drink enough fluids if you're taking some types of medication or if you have a medical condition that raises the levels of certain substances in your urine.  After a kidney stone has formed your body will try to pass it out when you go to the toilet (in the urine). This means it will often travel through the urinary system (the kidneys kidney tubes and bladder).","Most kidney stones are small enough to be passed in your urine and it may be possible to treat the symptoms at home with medication.

Larger stones may need to be broken up using ultrasound or laser energy. Occasionally keyhole surgery may be needed to remove very large kidney stones directly. If a kidney stone is too big to be passed naturally – 6-7mm (about 0.23 to 0.27in) in diameter or larger – you may need treatment to remove it another way.

This could include:
extracorporeal shock wave lithotripsy (ESWL)
ureteroscopy
percutaneous nephrolithotomy (PCNL)
open surgery.

If you are in severe pain your GP can give you pain relief by injection. A second dose can be given after half an hour if you're still experiencing pain.

Medication can also be injected to treat the symptoms of nausea (feeling sick) and vomiting. This is called an anti-emetic (anti-sickness) medication.

You may also be given a prescription for painkillers anti-emetics or both to take at home.",https://www.nhsinform.scot/illnesses-and-conditions/kidneys-bladder-and-prostate/kidney-stones/#treating-kidney-stones,FALSE,1,100,FALSE,FALSE,FALSE,0.00,50.00,FALSE,FALSE,FALSE
meningitis,high temperature or fever,entire body,headache,head,seizures or fits,brain,stiff neck,throat,drowsiness or unresponsiveness,brain,"Meningitis is an infection of the protective membranes that surround the brain and spinal cord (meninges).

It can affect anyone but is most common in babies young children teenagers and young adults.

Meningitis can be very serious if not treated quickly. It can cause life-threatening blood poisoning (septicaemia) and result in permanent damage to the brain or nerves.

A number of vaccinations are available that offer some protection against meningitis.","Meningitis is usually caused by a viral or bacterial infection.

Viral meningitis is the most common and least serious type. Bacterial meningitis is rare but can be very serious if not treated.

Several different viruses and bacteria can cause meningitis including:
meningococcal bacteria – there are several different types called A B C W X Y and Z
pneumococcal bacteria
Haemophilus influenzae type b (Hib) bacteria
enteroviruses – viruses that usually only cause a mild stomach infection
the mumps virus
the herpes simplex virus – a virus that usually causes cold sores or genital herpes.","Treatment in hospital is recommended in all cases of bacterial meningitis as the condition can cause serious problems and requires close monitoring.

Severe viral meningitis may also be treated in hospital.

Treatments include:
antibiotics given directly into a vein
fluids given directly into a vein to prevent dehydration
oxygen through a face mask if there are any breathing difficulties
steroid medication to help reduce any swelling around the brain in some cases
People with meningitis may need to stay in hospital for a few days and in certain cases treatment may be needed for several weeks.

Even after going home it may be a while before you feel completely back to normal.

Additional treatment and long-term support may also be required if any complications of meningitis occur such as hearing loss.

",https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/meningitis/#treating-meningitis,TRUE,1,30,FALSE,FALSE,FALSE,0.00,50.00,FALSE,FALSE,FALSE
